image_path,text,split,decade_id
lam_data/archive/LAM/lines/img/002_05_01.jpg,"giustizia con prendere quello, che è più suo",train,1
lam_data/archive/LAM/lines/img/002_05_02.jpg,"che vostro. Tutte le cose infine, che noi ab-",train,1
lam_data/archive/LAM/lines/img/002_05_03.jpg,"biamo, ci sono prestate da lui, e può a suo",train,1
lam_data/archive/LAM/lines/img/002_05_04.jpg,piacere ridomandarcele; tocca poi a noi alm,train,1
lam_data/archive/LAM/lines/img/002_05_05.jpg,"il ringraziarlo, e soffrendo pazientemente",train,1
lam_data/archive/LAM/lines/img/002_05_06.jpg,il nostro danno guadagnar merito nelle,train,1
lam_data/archive/LAM/lines/img/002_05_07.jpg,nostre disgrazie.,train,1
lam_data/archive/LAM/lines/img/002_05_08.jpg,"Egli è vero, che non avete ora la figlia; ma",train,1
lam_data/archive/LAM/lines/img/002_05_09.jpg,"non l'avevate neanche alcuni anni sono, e",train,1
lam_data/archive/LAM/lines/img/002_05_10.jpg,"siccome allora non vi affliggevate per questo,",train,1
lam_data/archive/LAM/lines/img/002_05_11.jpg,così ancora addesso potete essere consolata.,train,1
lam_data/archive/LAM/lines/img/002_05_12.jpg,Basta accomodar la nostra opinione. Il pian-,train,1
lam_data/archive/LAM/lines/img/002_05_13.jpg,"gere non rimedia al danno, e perché l'af-",train,1
lam_data/archive/LAM/lines/img/002_05_14.jpg,liggersi può pregiudicar non poco alla,train,1
lam_data/archive/LAM/lines/img/002_05_15.jpg,"vostra sanità, voi sarete obbligata a ren-",train,1
lam_data/archive/LAM/lines/img/002_05_16.jpg,"derne conto a Dio, il quale ci comanda che",train,1
lam_data/archive/LAM/lines/img/002_05_17.jpg,conserviamo la salute nel nostro corpo.,train,1
lam_data/archive/LAM/lines/img/002_05_18.jpg,Ciò però che in questi casi pare che più ci,train,1
lam_data/archive/LAM/lines/img/002_05_19.jpg,"consoli, è il pensare, che ancor noi in",train,1
lam_data/archive/LAM/lines/img/002_05_20.jpg,"breve mancheremo. Sono pochi i giorni,",train,1
lam_data/archive/LAM/lines/img/002_05_21.jpg,"che ci restano di vita, e perché vogliamo",train,1
lam_data/archive/LAM/lines/img/002_05_22.jpg,noi affliggerci della morte de i nostri cari;,train,1
lam_data/archive/LAM/lines/img/002_05_23.jpg,quando ancor noi in breve dobbiamo giun-,train,1
lam_data/archive/LAM/lines/img/002_05_24.jpg,gere allo stesso punto. Questa riflessione,train,1
lam_data/archive/LAM/lines/img/002_05_25.jpg,mi ha fatto soffrir pazientem.e la morte,train,1
lam_data/archive/LAM/lines/img/002_05_26.jpg,di nostro padre. Niente importa lasciar,train,1
lam_data/archive/LAM/lines/img/002_05_27.jpg,dopo di noi de i figli; ma importa bene,train,1
lam_data/archive/LAM/lines/img/002_05_28.jpg,il portar con noi all'altra vita il mento,train,1
lam_data/archive/LAM/lines/img/002_05_29.jpg,delle buone azioni. Questo solo ha da de-,train,1
lam_data/archive/LAM/lines/img/002_05_30.jpg,"siderarsi da noi, e da proccurarsi. L'altre",train,1
lam_data/archive/LAM/lines/img/002_05_31.jpg,"cose sono una bagatella, e se noi ci per-",train,1
lam_data/archive/LAM/lines/img/002_06_00.jpg,"diamo dietro ad esse, non facciamo quello, per",train,1
lam_data/archive/LAM/lines/img/002_06_01.jpg,"cui siamo nati, che è la cura della nostra eter-",train,1
lam_data/archive/LAM/lines/img/002_06_02.jpg,na salute.,train,1
lam_data/archive/LAM/lines/img/002_06_03.jpg,"Di grazia, amatissima sorella, ricordatevi della vostra",train,1
lam_data/archive/LAM/lines/img/002_06_04.jpg,"salute sì per l'anima, come per il corpo. Voi",train,1
lam_data/archive/LAM/lines/img/002_06_05.jpg,potete nuocere ad ambedue con dolervi troppo,train,1
lam_data/archive/LAM/lines/img/002_06_06.jpg,di questa disgrazia. Siamo obbligati a con-,train,1
lam_data/archive/LAM/lines/img/002_06_07.jpg,"servar la sanità temporale, perché questa serve",train,1
lam_data/archive/LAM/lines/img/002_06_08.jpg,alla conservazione della spirituale. Bisogna,train,1
lam_data/archive/LAM/lines/img/002_06_09.jpg,"proccurar di vivere santamente, e prepararsi",train,1
lam_data/archive/LAM/lines/img/002_06_10.jpg,"al nostro ultimo passaggio, e credere che le",train,1
lam_data/archive/LAM/lines/img/002_06_11.jpg,"altre fortune, o disgrazie, che ci accadono in ",train,1
lam_data/archive/LAM/lines/img/002_06_12.jpg,"questa vita, sono un niente. Consolatevi nel",train,1
lam_data/archive/LAM/lines/img/002_06_13.jpg,"Signore, e ricevete per castigo de' vostri",train,1
lam_data/archive/LAM/lines/img/002_06_14.jpg,peccati quanto,train,1
lam_data/archive/LAM/lines/img/003_12_00.jpg,Mi furono di molta consolazione le vostre due ricevute sabbato,train,1
lam_data/archive/LAM/lines/img/003_12_01.jpg,intendendo La grazia che c'ha fatto il Sig. Iddio con ques-,train,1
lam_data/archive/LAM/lines/img/003_12_02.jpg,"ti follicelli, havendone perciò ancor io molto ringra=",train,1
lam_data/archive/LAM/lines/img/003_12_03.jpg,ziato il ciclo. inuero non vi valeva meno di una,train,1
lam_data/archive/LAM/lines/img/003_12_04.jpg,tal cosa p. sodisfare à quei debiti che havevate contrat-,train,1
lam_data/archive/LAM/lines/img/003_12_05.jpg,to. Guardate di riscuotere i denari della foglia e pro=,train,1
lam_data/archive/LAM/lines/img/003_12_06.jpg,"curate, che i vostri interessi vadino bene che il sig:re",train,1
lam_data/archive/LAM/lines/img/003_12_07.jpg,mai ci mancherà. Riccevei il ducato con li calzetti; mà,train,1
lam_data/archive/LAM/lines/img/003_12_08.jpg,in Mod:a lo fanno andar solo g Z 8. 8. Fui sabbato me-,train,1
lam_data/archive/LAM/lines/img/003_12_09.jpg,"desimamente à cornetti e mi costarono Z 4, havendomi",train,1
lam_data/archive/LAM/lines/img/003_12_10.jpg,quel stuffarriolo detto se voglio guarire affatto che bi=,train,1
lam_data/archive/LAM/lines/img/003_12_11.jpg,sogna che io torni frà dodici o quattordici giorni p=,train,1
lam_data/archive/LAM/lines/img/003_12_12.jpg,che essendo ora il sangue commosso allora si toglie via tut,train,1
lam_data/archive/LAM/lines/img/003_12_13.jpg,"to, havendomene addosso morti che in Mod:a son liberi dalla",train,1
lam_data/archive/LAM/lines/img/003_12_14.jpg,rogna p havere in tal modo operato siche io voglio ven-,train,1
lam_data/archive/LAM/lines/img/003_12_15.jpg,"dere quelle due monete, et andarmi, e se voi voleste fare",train,1
lam_data/archive/LAM/lines/img/003_12_16.jpg,"il simile, bastarerebbe arendere un poco di succo di radici",train,1
lam_data/archive/LAM/lines/img/003_12_17.jpg,"quafche giorno senza far altra purga, e poi venir due",train,1
lam_data/archive/LAM/lines/img/003_12_18.jpg,"volte à Mod:a, spero che ancor voi guarireste. Viddi ieri",train,1
lam_data/archive/LAM/lines/img/003_12_19.jpg,il Sig.re Gasparo che mi disse che era toccata all'mezza=,train,1
lam_data/archive/LAM/lines/img/003_12_20.jpg,"dro la possessione, io poi non istetti à cercar altro. Ho",train,1
lam_data/archive/LAM/lines/img/003_12_21.jpg,il memoriale p il Prpe et aspetto occasione di dar,train,1
lam_data/archive/LAM/lines/img/003_12_22.jpg,glelo. Portai la lettera a Tomaso che hebbe molto gus-,train,1
lam_data/archive/LAM/lines/img/003_12_23.jpg,"to, egli va lavorando mà mi disse che il Bovalli haveva",train,1
lam_data/archive/LAM/lines/img/003_12_24.jpg,detto,train,1
lam_data/archive/LAM/lines/img/003_13_00.jpg,Resto à dirti # che voleva prendere suo fratello ,train,1
lam_data/archive/LAM/lines/img/003_13_01.jpg,"in bottega verso Ottobre, onde bisognerà che Tomaso",train,1
lam_data/archive/LAM/lines/img/003_13_02.jpg,provveda # luogo. Calorono poch'è la farina due,train,1
lam_data/archive/LAM/lines/img/003_13_03.jpg,bol: il peso. mà se temo che # voglia # in prez=,train,1
lam_data/archive/LAM/lines/img/003_13_04.jpg,zo alto benche p altro intenda non esser brutti li fru=,train,1
lam_data/archive/LAM/lines/img/003_13_05.jpg,menti. Partì poi il Venerdi mattina 5 ore avanti gior,train,1
lam_data/archive/LAM/lines/img/003_13_06.jpg,no da Mod.a il March: Obizi et ando nel Venetiano,train,1
lam_data/archive/LAM/lines/img/003_13_07.jpg,"ove hà i suoi beni. se pure l'occasione, lo permettera: Orlando n: dieci onesti fatti so=",train,1
lam_data/archive/LAM/lines/img/003_13_08.jpg,"pra S. Gio: da S. Facondo, quali mostrarete al Sig:re",train,1
lam_data/archive/LAM/lines/img/003_13_09.jpg,Pietro Bernard:i facendovene mostrar uno che ancor,train,1
lam_data/archive/LAM/lines/img/003_13_10.jpg,# hò fatto pregato dal quel giovane # che stà,train,1
lam_data/archive/LAM/lines/img/003_13_11.jpg,"in casa di D. Geltruda, quale adesso con tutti questi al=",train,1
lam_data/archive/LAM/lines/img/003_13_12.jpg,tri # figli mi vogliono bene havendo havuto la,train,1
lam_data/archive/LAM/lines/img/003_13_13.jpg,"# di far due o trè Sonetti, che non gli sono dis=",train,1
lam_data/archive/LAM/lines/img/003_13_14.jpg,"piacciuti. Mà fatteveli poi tutti restituire, e ripone=",train,1
lam_data/archive/LAM/lines/img/003_13_15.jpg,"teli nella cassa, e che non si perdino. I follicelli va=",train,1
lam_data/archive/LAM/lines/img/003_13_16.jpg,gliono quell'istesso prezzo che vagliono a Vignola. Per,train,1
lam_data/archive/LAM/lines/img/003_13_17.jpg,mille volte vi prego à Salutar la mama e la nona,train,1
lam_data/archive/LAM/lines/img/003_13_18.jpg,"con tutti di casa, e mi vi soscrivo",train,1
lam_data/archive/LAM/lines/img/003_13_19.jpg,Mod:a li 19 Giu: 1691,train,1
lam_data/archive/LAM/lines/img/003_13_20.jpg,Credo havret havuta una mia da,train,1
lam_data/archive/LAM/lines/img/003_13_21.jpg,Ant:o Chierici. date questo boll#,train,1
lam_data/archive/LAM/lines/img/003_13_22.jpg,tino al Sig: #,train,1
lam_data/archive/LAM/lines/img/003_13_23.jpg,Aff.mo Vos. Figli,train,1
lam_data/archive/LAM/lines/img/003_13_24.jpg,Lod:o Ant: Mur:,train,1
lam_data/archive/LAM/lines/img/003_15_00.jpg,Am:mo mio Padre.,train,1
lam_data/archive/LAM/lines/img/003_15_01.jpg,"Ho' riccevuto oggi le vostre due, che mi sono state carissime,",train,1
lam_data/archive/LAM/lines/img/003_15_02.jpg,intendendo però con mio molto rammarico le grandi afflizio=,train,1
lam_data/archive/LAM/lines/img/003_15_03.jpg,"ni, e disordini, che succedono in questo miserabile paese,",train,1
lam_data/archive/LAM/lines/img/003_15_04.jpg,"essendo poi anche oltre ciò spiacciutomi la grande pauura,",train,1
lam_data/archive/LAM/lines/img/003_15_05.jpg,"che tutti, e voi ancora vi sete messo. Io non havrei già=",train,1
lam_data/archive/LAM/lines/img/003_15_06.jpg,"mai mandato via ne pure un passo fuori di paese, stan-",train,1
lam_data/archive/LAM/lines/img/003_15_07.jpg,te il non esservi motivo sinora di far questo. Quì in Mo=,train,1
lam_data/archive/LAM/lines/img/003_15_08.jpg,"dona nessuno si mette fastidio. Mà, direte voi, che sete in",train,1
lam_data/archive/LAM/lines/img/003_15_09.jpg,luogo che non è città e che sarà abitato da questa gente;,train,1
lam_data/archive/LAM/lines/img/003_15_10.jpg,"Questo non fà, perche in quei luoghi, ove sin'ora sono",train,1
lam_data/archive/LAM/lines/img/003_15_11.jpg,"stati non hanno ucciso, ne rubbato neanche un pollo, e poi",train,1
lam_data/archive/LAM/lines/img/003_15_12.jpg,"non v'è mica guerra, perche vedrete che li faranno sta=",train,1
lam_data/archive/LAM/lines/img/003_15_13.jpg,re in Christo. In quanto alle Suore sò che il Vicario,train,1
lam_data/archive/LAM/lines/img/003_15_14.jpg,"ne haveva scritto à Roma, non è però sicuro che si de=",train,1
lam_data/archive/LAM/lines/img/003_15_15.jpg,"vano partire. Non ci dubitate. Mod:a vi darà denari,",train,1
lam_data/archive/LAM/lines/img/003_15_16.jpg,"Monfestino, e l'altre Communità tanto che si andrà rime=",train,1
lam_data/archive/LAM/lines/img/003_15_17.jpg,diando al meglio possibile. Non vi è fin'ora niente di cer=,train,1
lam_data/archive/LAM/lines/img/003_15_18.jpg,"to, tutti vendono delle favole, ora buone, ora cattive, sti=",train,1
lam_data/archive/LAM/lines/img/003_15_19.jpg,mandosi però da tutti che s'aspetti dal Caraffa la ris=,train,1
lam_data/archive/LAM/lines/img/003_15_20.jpg,"posta, havendogli essibito il Duca di pagar molti denari. Gion",train,1
lam_data/archive/LAM/lines/img/003_15_21.jpg,"gono ogni giorno molti di costoro quivì in Mod:a, ma dice=",train,1
lam_data/archive/LAM/lines/img/003_15_22.jpg,"sì sia la famiglia del Duca di Baviera, che non paparà",train,1
lam_data/archive/LAM/lines/img/003_15_23.jpg,"dicono più p Genova, mà p di quà volendo andar à Firen=",train,1
lam_data/archive/LAM/lines/img/003_15_24.jpg,"ze. In quanto alla Conclusione non si sà per anche, quan-",train,1
lam_data/archive/LAM/lines/img/003_15_25.jpg,"do verrà questo Monsign:, pure vorressimo, che le Con=",train,1
lam_data/archive/LAM/lines/img/003_15_26.jpg,"clusioni fossero stampate prima di Natale, e le stampi=",train,1
lam_data/archive/LAM/lines/img/003_15_27.jpg,amo tutti assieme. M P. Maestro mi hà insegnato come mi,train,1
lam_data/archive/LAM/lines/img/003_16_00.jpg,"debba portare per andar alla minor spesa, e farsi anche",train,1
lam_data/archive/LAM/lines/img/003_16_01.jpg,"onore. Mi bisognarebbono da 20 lire prima di Natale, il",train,1
lam_data/archive/LAM/lines/img/003_16_02.jpg,"Iddio vogli che mi possa rimborsare tutti li denari, e fa=",train,1
lam_data/archive/LAM/lines/img/003_16_03.jpg,"tiche fatte per me, spiacendomi troppo che vi dobbia=",train,1
lam_data/archive/LAM/lines/img/003_16_04.jpg,te incommodar in questa maniera. Scriverò al P. Andrea.,train,1
lam_data/archive/LAM/lines/img/003_16_05.jpg,"E fatto questo mese penso di portarmi dal Santi, acciò",train,1
lam_data/archive/LAM/lines/img/003_16_06.jpg,mi faccia la lettera per il Cortesi. Li calzetti mandati,train,1
lam_data/archive/LAM/lines/img/003_16_07.jpg,benche non siano piacciuti al Sig:re Filippo p esser corti di,train,1
lam_data/archive/LAM/lines/img/003_16_08.jpg,"scarpino, bisognando che li faccia aggiuntare, pure li pren=",train,1
lam_data/archive/LAM/lines/img/003_16_09.jpg,"derà. Guardate in quel cassetto, ove sono quelle poche mo=",train,1
lam_data/archive/LAM/lines/img/003_16_11.jpg,"nete, e mandare quelle potrò spendere.",train,1
lam_data/archive/LAM/lines/img/003_16_12.jpg,"Per mille volte salutate mia madre, la nona, e tutti",train,1
lam_data/archive/LAM/lines/img/003_16_13.jpg,Hò scritto in fretta.,train,1
lam_data/archive/LAM/lines/img/003_16_14.jpg,Mod:a li 27 9bre 1691,train,1
lam_data/archive/LAM/lines/img/003_16_15.jpg,"Le nuove al certo non son buone, mà non sono neanche",train,1
lam_data/archive/LAM/lines/img/003_16_16.jpg,"tali che si debbano spaventare, et io ve ne avisarei.",train,1
lam_data/archive/LAM/lines/img/003_16_17.jpg,Vos:o Aff:smo figl:,train,1
lam_data/archive/LAM/lines/img/003_16_18.jpg,L. A. Mur.,train,1
lam_data/archive/LAM/lines/img/003_17_00.jpg,Al Sig:re # Ant:o Muratori,train,1
lam_data/archive/LAM/lines/img/003_17_01.jpg,Mio Pron Oss:mo,train,1
lam_data/archive/LAM/lines/img/003_17_02.jpg,Vignola,train,1
lam_data/archive/LAM/lines/img/003_18_00.jpg,Non hò veduto lettere vre lo scorso ordinario. Io però,train,1
lam_data/archive/LAM/lines/img/003_18_01.jpg,"non lascio di scriverni, e d'assicurarci di mia",train,1
lam_data/archive/LAM/lines/img/003_18_02.jpg,salute. Ieri fui a soddifare al mercante credito-,train,1
lam_data/archive/LAM/lines/img/003_18_03.jpg,"re di Pier Giacomo, ed il debito ascendeva a",train,1
lam_data/archive/LAM/lines/img/003_18_04.jpg,"Z 27. 2. 6. di Mil:o. Ne cavai la ricevuta, accioc-",train,1
lam_data/archive/LAM/lines/img/003_18_05.jpg,"chè se mai una volta si potesse, veggiasi cosa",train,1
lam_data/archive/LAM/lines/img/003_18_06.jpg,importo il mio credito con lui. Se uniamo a,train,1
lam_data/archive/LAM/lines/img/003_18_07.jpg,"queste l'altre Z 35. prestategli, saranno in tutto",train,1
lam_data/archive/LAM/lines/img/003_18_08.jpg,"Z 62. 2. 6., che dovrò avere da lui. Conservate",train,1
lam_data/archive/LAM/lines/img/003_18_09.jpg,questo conto in vostra cassa per ogni occasione.,train,1
lam_data/archive/LAM/lines/img/003_18_10.jpg,Io però mi figuro certissimo d'aver giocato tutto,train,1
lam_data/archive/LAM/lines/img/003_18_11.jpg,"questo denaro, che ascende quasi a 9. Filippi; mà",train,1
lam_data/archive/LAM/lines/img/003_18_12.jpg,"ne avrò il vantaggio, che quella famiglia non",train,1
lam_data/archive/LAM/lines/img/003_18_13.jpg,"verrà più alla volta mia, e stimerei bene, che",train,1
lam_data/archive/LAM/lines/img/003_18_14.jpg,ancor voi ve ne sbrigaste. Se avessi a voi man-,train,1
lam_data/archive/LAM/lines/img/003_18_15.jpg,dato questo cento lire di vra mon.a v'avrebbono,train,1
lam_data/archive/LAM/lines/img/003_18_16.jpg,"recato qualche buon giovam.o, mà pazienza. Se",train,1
lam_data/archive/LAM/lines/img/003_18_17.jpg,"il vedete mai, ditegli che si ricordi quest'anno",train,1
lam_data/archive/LAM/lines/img/003_18_18.jpg,della semenza di bigatti. Il S:r C. Carlo a quest',train,1
lam_data/archive/LAM/lines/img/003_18_19.jpg,"ora sarà giunto da Venesia alla Mirandola,",train,1
lam_data/archive/LAM/lines/img/003_18_20.jpg,"ove riporrà i Prpi, ed acconcerà gli affari mal",train,1
lam_data/archive/LAM/lines/img/003_18_21.jpg,messi. Sonovi persone in Mil:o di qualche au-,train,1
lam_data/archive/LAM/lines/img/003_18_22.jpg,"torità, che assicurano essersi dichiarato per",train,1
lam_data/archive/LAM/lines/img/003_18_23.jpg,suo successore dal Rè di Spagna il Duca di,train,1
lam_data/archive/LAM/lines/img/003_18_24.jpg,Berry. Credevi che il March: di Leganes si por-,train,1
lam_data/archive/LAM/lines/img/003_19_00.jpg,"terà presto in Spagna, avendone avuto licenza,",train,1
lam_data/archive/LAM/lines/img/003_19_01.jpg,e darà luogo ad un novello Gov: # # Freddo,train,1
lam_data/archive/LAM/lines/img/003_19_02.jpg,"seguita da noi, benchè molto moderata. Rive-",train,1
lam_data/archive/LAM/lines/img/003_19_03.jpg,ritemi il S: Arcipr.e.,train,1
lam_data/archive/LAM/lines/img/003_20_00.jpg,Al Sig.re Francesco Antonio,train,1
lam_data/archive/LAM/lines/img/003_20_01.jpg,Muratori Sig: re Mio Sing.mo,train,1
lam_data/archive/LAM/lines/img/003_20_02.jpg,Vignola,train,1
lam_data/archive/LAM/lines/img/003_21_00.jpg,Osabella 29. 8bre. 97.,train,1
lam_data/archive/LAM/lines/img/003_21_01.jpg,Benché il tempo ci abbia col suo cangiamento rub-,train,1
lam_data/archive/LAM/lines/img/003_21_02.jpg,"bato una parte di queste delizie, tuttavia non si",train,1
lam_data/archive/LAM/lines/img/003_21_03.jpg,"lascia di goder molti divertimenti, e di passarsela",train,1
lam_data/archive/LAM/lines/img/003_21_04.jpg,allegram:e Abbiam qua il Conte di Soissons #,train,1
lam_data/archive/LAM/lines/img/003_21_05.jpg,"primog.o del P. Eug:o di Savoia, e la Contessa moglie",train,1
lam_data/archive/LAM/lines/img/003_21_06.jpg,di lui con Madama di salmur Vedova del fu,train,1
lam_data/archive/LAM/lines/img/003_21_07.jpg,"Pnpe di Brandeburgo con altri Signori, onde si",train,1
lam_data/archive/LAM/lines/img/003_21_08.jpg,sta in signoria ancor più di quel che si vorrebbe,train,1
lam_data/archive/LAM/lines/img/003_21_09.jpg,"Non ho veduto lre vostre lo spaccio d'ieri, per-",train,1
lam_data/archive/LAM/lines/img/003_21_10.jpg,"chè non mi sono ancor giunte, e ne pur l'antece-",train,1
lam_data/archive/LAM/lines/img/003_21_11.jpg,"dente n'avea veduto, perchè non doveste poter-",train,1
lam_data/archive/LAM/lines/img/003_21_12.jpg,mi scrivere. Se alla mia buona salute corris-,train,1
lam_data/archive/LAM/lines/img/003_21_13.jpg,"ponderà ancor più la nostra, io più lietamente",train,1
lam_data/archive/LAM/lines/img/003_21_14.jpg,"godrò questi piaceri, essendo probabile, che #",train,1
lam_data/archive/LAM/lines/img/003_21_15.jpg,la metà del venturo io ritorni alla Città. Sino,train,1
lam_data/archive/LAM/lines/img/003_21_16.jpg,non abbiam nuove di pace per la parte dell'#,train,1
lam_data/archive/LAM/lines/img/003_21_17.jpg,peratore. In Polonia benchè il partito di Sasson,train,1
lam_data/archive/LAM/lines/img/003_21_18.jpg,"sii più forte, potrà nulladimeno sentirsi qualche",train,1
lam_data/archive/LAM/lines/img/003_21_19.jpg,guerra civile. Avvisatemi dello Stato di vostra,train,1
lam_data/archive/LAM/lines/img/003_21_20.jpg,"casa, di Spilimb.o, e resto.",train,1
lam_data/archive/LAM/lines/img/003_23_00.jpg,Al S.r Fran:co Ant.o Muratori,train,1
lam_data/archive/LAM/lines/img/003_23_01.jpg,Vignola,train,1
lam_data/archive/LAM/lines/img/003_24_00.jpg,Mil.o 4. Xbre. 97.,train,1
lam_data/archive/LAM/lines/img/003_24_01.jpg,Sento con mio sommo dispiacere gli assalti della resi-,train,1
lam_data/archive/LAM/lines/img/003_24_02.jpg,"pilla, che mi confinano talora nel letto, e prego",train,1
lam_data/archive/LAM/lines/img/003_24_03.jpg,"goduta. Io per grazia di lui la godo intanto, e",train,1
lam_data/archive/LAM/lines/img/003_24_04.jpg,"non ho altro incommodo, che la perversità del tem-",train,1
lam_data/archive/LAM/lines/img/003_24_05.jpg,"po, e il principio troppo sollecito dell'inverno,",train,1
lam_data/archive/LAM/lines/img/003_24_06.jpg,che con un poco di neve s'è da noi fatto sentire.,train,1
lam_data/archive/LAM/lines/img/003_24_08.jpg,"Mi dispiace non poco la disgrazia di Mastro Batta,",train,1
lam_data/archive/LAM/lines/img/003_24_09.jpg,"e per quanto si desidera da suo figlio, io non",train,1
lam_data/archive/LAM/lines/img/003_24_10.jpg,saprei essere in istato di fargli serviggio. Per lo,train,1
lam_data/archive/LAM/lines/img/003_24_11.jpg,venturo Marzo ho destinato la stampa del mio,train,1
lam_data/archive/LAM/lines/img/003_24_12.jpg,"secondo Tometto, onde voi ben vedete la necessità,",train,1
lam_data/archive/LAM/lines/img/003_24_13.jpg,"che ho di denaro, essendo pur troppo rimasto",train,1
lam_data/archive/LAM/lines/img/003_24_14.jpg,"povero nella stampa dell'altro, e quando non",train,1
lam_data/archive/LAM/lines/img/003_24_15.jpg,potess'io recuperar tosto quanto qua si sbor-,train,1
lam_data/archive/LAM/lines/img/003_24_16.jpg,"sasse, rimaner deluso dalle mie speranze, e riso-",train,1
lam_data/archive/LAM/lines/img/003_24_17.jpg,luzioni. Attendo nulladimeno fra poco il Franceschi-,train,1
lam_data/archive/LAM/lines/img/003_24_18.jpg,"ni musico, e s'egli vorrà prendersi questo, intimo,",train,1
lam_data/archive/LAM/lines/img/003_24_19.jpg,"si potran sborsare in Modena i determinati Filippi,",train,1
lam_data/archive/LAM/lines/img/003_24_20.jpg,"ed io gli sborserò quà, conforme bramerà il Pellini",train,1
lam_data/archive/LAM/lines/img/003_24_21.jpg,"senz'altro aggiungere, voi vedete non esser io in",train,1
lam_data/archive/LAM/lines/img/003_24_22.jpg,"istato di comprar case costì, e massim.te una casa",train,1
lam_data/archive/LAM/lines/img/003_24_23.jpg,"che se non m'inganno è poco commoda, e costerà",train,1
lam_data/archive/LAM/lines/img/003_24_24.jpg,molto. Potete perciò rispondere a chi v'ha richiesto,train,1
lam_data/archive/LAM/lines/img/003_24_25.jpg,a mio nome per ora non poter io applicar alle loro,train,1
lam_data/archive/LAM/lines/img/003_25_00.jpg,"proposte. Per quanto scrivono da Venezia,",train,1
lam_data/archive/LAM/lines/img/003_25_01.jpg,Prpe di Conty è partito dalla Polonia per tornar-,train,1
lam_data/archive/LAM/lines/img/003_25_02.jpg,sene in Francia; ma non si può creder sì fa-,train,1
lam_data/archive/LAM/lines/img/003_25_03.jpg,"cilm.e tal nuova, e perciò aspettevamo altri avvi-",train,1
lam_data/archive/LAM/lines/img/003_25_04.jpg,"si. Egli è ben certo, che il partito dell'Ellettore",train,1
