model,id,bleu,precisions,brevity_penalty,length_ratio,translation_length,reference_length
gpt_one_example,9_3,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,7.0,7.0
gpt_one_example,9_4,0.6114214174657597,"[0.8571428571428571, 0.6666666666666666, 0.4]",1.0,1.0,7.0,7.0
gpt_one_example,9_5,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,7.0,7.0
gpt_one_example,9_6,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,7.0,7.0
gpt_one_example,9_7,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,7.0,7.0
gpt_one_example,9_8,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,7.0,7.0
gpt_one_example,9_9,0.2953556965919249,"[0.7142857142857143, 0.35, 0.21052631578947367]",0.788127627745311,0.8076923076923077,21.0,26.0
gpt_one_example,9_10,0.14900999540981696,"[0.46153846153846156, 0.25, 0.09090909090909091]",0.6807123983233854,0.7222222222222222,13.0,18.0
gpt_one_example,9_11,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,9_12,0.2500521973743436,"[0.6666666666666666, 0.35, 0.15789473684210525]",0.751477293075286,0.7777777777777778,21.0,27.0
gpt_one_example,9_13,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,10_0,0.16329857161467223,"[0.8444444444444444, 0.3258426966292135, 0.125]",0.5021336855390236,0.5921052631578947,90.0,152.0
gpt_one_example,10_1,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,10_2,0.12205290000037482,"[0.5769230769230769, 0.12, 0.041666666666666664]",0.8574039191604413,0.8666666666666667,26.0,30.0
gpt_one_example,10_3,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,10_4,0.32580857517803435,"[0.5, 0.30434782608695654, 0.22727272727272727]",1.0,1.0,24.0,24.0
gpt_one_example,10_5,0.5,"[0.8333333333333334, 0.6, 0.25]",1.0,1.0,6.0,6.0
gpt_one_example,10_6,0.43315985813272534,"[0.6818181818181818, 0.5238095238095238, 0.45]",0.7967034698934615,0.8148148148148148,22.0,27.0
gpt_one_example,10_7,0.1481525711736994,"[0.4, 0.21428571428571427, 0.15384615384615385]",0.6270890852730561,0.6818181818181818,15.0,22.0
gpt_one_example,10_8,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,10_9,0.6999028047752016,"[0.8571428571428571, 0.6666666666666666, 0.6]",1.0,1.1666666666666667,7.0,6.0
gpt_one_example,10_10,0.1955811960380899,"[0.6470588235294118, 0.25, 0.13333333333333333]",0.7026185226629954,0.7391304347826086,17.0,23.0
gpt_one_example,10_11,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,10_12,0.17430442158793907,"[0.5333333333333333, 0.21428571428571427, 0.15384615384615385]",0.6703200460356393,0.7142857142857143,15.0,21.0
gpt_one_example,10_13,0.20949936817166978,"[0.6428571428571429, 0.38461538461538464, 0.16666666666666666]",0.6065306597126334,0.6666666666666666,14.0,21.0
gpt_one_example,11_0,0.1802529061048109,"[0.8850574712643678, 0.4069767441860465, 0.15294117647058825]",0.47372588001362376,0.5723684210526315,87.0,152.0
gpt_one_example,11_1,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,11_2,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,11_3,0.20666074336305118,"[0.6666666666666666, 0.2857142857142857, 0.15384615384615385]",0.6703200460356393,0.7142857142857143,15.0,21.0
gpt_one_example,11_4,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,11_5,0.0,"[0.5, 0.13333333333333333, 0.0]",0.6872892787909722,0.7272727272727273,16.0,22.0
gpt_one_example,11_6,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,11_7,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,11_8,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,7.0,7.0
gpt_one_example,11_9,0.7139503373537127,"[1.0, 0.8, 0.75]",0.846481724890614,0.8571428571428571,6.0,7.0
gpt_one_example,11_10,0.5,"[0.8333333333333334, 0.6, 0.25]",1.0,1.0,6.0,6.0
gpt_one_example,11_11,0.0,"[0.4117647058823529, 0.125, 0.0]",0.6624801353939264,0.7083333333333334,17.0,24.0
gpt_one_example,11_12,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,7.0,7.0
gpt_one_example,11_13,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,7.0,7.0
gpt_one_example,12_0,0.2522681266391553,"[0.9166666666666666, 0.47368421052631576, 0.2127659574468085]",0.558035145770047,0.631578947368421,96.0,152.0
gpt_one_example,12_1,0.09644908683875895,"[0.6, 0.21428571428571427, 0.07692307692307693]",0.4493289641172217,0.5555555555555556,15.0,27.0
gpt_one_example,12_2,0.0,"[0.3, 0.0, 0.0]",0.36787944117144233,0.5,10.0,20.0
gpt_one_example,12_3,0.6999028047752016,"[0.8571428571428571, 0.6666666666666666, 0.6]",1.0,1.1666666666666667,7.0,6.0
gpt_one_example,12_4,0.4054801330382267,"[0.6666666666666666, 0.4, 0.25]",1.0,1.2,6.0,5.0
gpt_one_example,12_5,0.6786044041487267,"[0.875, 0.7142857142857143, 0.5]",1.0,1.1428571428571428,8.0,7.0
gpt_one_example,12_6,0.23958680124208626,"[0.5454545454545454, 0.2857142857142857, 0.2]",0.7613003866968737,0.7857142857142857,22.0,28.0
gpt_one_example,12_7,0.0,"[0.56, 0.16666666666666666, 0.0]",0.8869204367171576,0.8928571428571429,25.0,28.0
gpt_one_example,12_8,0.0,"[0.625, 0.26666666666666666, 0.0]",0.6065306597126334,0.6666666666666666,16.0,24.0
gpt_one_example,12_9,0.08535519417891647,"[0.4166666666666667, 0.18181818181818182, 0.1]",0.43459820850707814,0.5454545454545454,12.0,22.0
gpt_one_example,12_10,0.6999028047752016,"[0.8571428571428571, 0.6666666666666666, 0.6]",1.0,1.0,7.0,7.0
gpt_one_example,12_11,0.6999028047752016,"[0.8571428571428571, 0.6666666666666666, 0.6]",1.0,1.0,7.0,7.0
gpt_one_example,12_12,0.14506889763384673,"[0.6666666666666666, 0.23529411764705882, 0.0625]",0.6778095780054504,0.72,18.0,25.0
gpt_one_example,12_13,0.0,"[0.4117647058823529, 0.1875, 0.0]",0.6624801353939264,0.7083333333333334,17.0,24.0
gpt_one_example,13_0,0.2846167527127932,"[0.8901098901098901, 0.5555555555555556, 0.34831460674157305]",0.5115399104548436,0.5986842105263158,91.0,152.0
gpt_one_example,13_1,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,7.0,7.0
gpt_one_example,13_2,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,8.0,8.0
gpt_one_example,13_3,0.0,"[0.2631578947368421, 0.05555555555555555, 0.0]",0.729212952525235,0.76,19.0,25.0
gpt_one_example,13_4,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,7.0,7.0
gpt_one_example,13_5,0.22807736685791705,"[0.5454545454545454, 0.2857142857142857, 0.1]",0.9131007162822622,0.9166666666666666,22.0,24.0
gpt_one_example,13_6,0.0,"[0.35714285714285715, 0.07692307692307693, 0.0]",0.6514390575310556,0.7,14.0,20.0
gpt_one_example,13_7,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,7.0,7.0
gpt_one_example,13_8,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,8.0,8.0
gpt_one_example,13_9,0.19239443338971998,"[0.5833333333333334, 0.30434782608695654, 0.045454545454545456]",0.9591894571091382,0.96,24.0,25.0
gpt_one_example,13_10,0.011931522535756143,"[1.0, 1.0, 1.0]",0.011931522535756143,0.18421052631578946,7.0,38.0
gpt_one_example,13_11,0.24575650096023616,"[0.6428571428571429, 0.38461538461538464, 0.3333333333333333]",0.5647181220077593,0.6363636363636364,14.0,22.0
gpt_one_example,13_12,0.09566105308828562,"[0.7419354838709677, 0.23333333333333334, 0.06896551724137931]",0.4185463083804131,0.5344827586206896,31.0,58.0
gpt_one_example,13_13,0.6514390575310556,"[1.0, 1.0, 1.0]",0.6514390575310556,0.7,7.0,10.0
gpt_one_example,14_0,0.08528808543357795,"[0.26605504587155965, 0.10185185185185185, 0.07476635514018691]",0.6740200553205584,0.7171052631578947,109.0,152.0
gpt_one_example,14_1,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,7.0,7.0
gpt_one_example,14_2,0.28398643329412115,"[0.6363636363636364, 0.42857142857142855, 0.25]",0.6951439283988786,0.7333333333333333,22.0,30.0
gpt_one_example,14_3,0.2847027171737966,"[0.6875, 0.4, 0.21428571428571427]",0.7316156289466418,0.7619047619047619,16.0,21.0
gpt_one_example,14_4,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,14_5,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,14_6,0.7139503373537127,"[1.0, 0.8, 0.75]",0.846481724890614,0.8571428571428571,6.0,7.0
gpt_one_example,14_7,0.23957198333029958,"[0.56, 0.375, 0.21739130434782608]",0.6703200460356393,0.7142857142857143,25.0,35.0
gpt_one_example,14_8,0.17947405864050558,"[0.5333333333333333, 0.2857142857142857, 0.15384615384615385]",0.6270890852730561,0.6818181818181818,15.0,22.0
gpt_one_example,14_9,0.14984174953531246,"[0.4375, 0.2, 0.14285714285714285]",0.645648526427892,0.6956521739130435,16.0,23.0
gpt_one_example,14_10,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,14_11,0.0,"[0.55, 0.15789473684210525, 0.0]",0.7046880897187133,0.7407407407407407,20.0,27.0
gpt_one_example,14_12,0.5,"[0.8333333333333334, 0.6, 0.25]",1.0,1.0,6.0,6.0
gpt_one_example,14_13,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,15_0,0.17015331931813715,"[0.9125, 0.4177215189873418, 0.19230769230769232]",0.40656965974059905,0.5263157894736842,80.0,152.0
gpt_one_example,15_1,0.13841434701950459,"[0.43478260869565216, 0.18181818181818182, 0.09523809523809523]",0.7062216866978064,0.7419354838709677,23.0,31.0
gpt_one_example,15_2,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,15_3,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,15_4,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,15_5,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,7.0,7.0
gpt_one_example,15_6,0.10664293980382052,"[0.4, 0.21052631578947367, 0.05555555555555555]",0.6376281516217733,0.6896551724137931,20.0,29.0
gpt_one_example,15_7,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,15_8,0.2384135275127157,"[0.5217391304347826, 0.2727272727272727, 0.09523809523809523]",1.0,1.0,23.0,23.0
gpt_one_example,15_9,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,15_10,0.5,"[0.8333333333333334, 0.6, 0.25]",1.0,1.0,6.0,6.0
gpt_one_example,15_11,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,15_12,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,15_13,0.24656897080207094,"[0.5185185185185185, 0.2692307692307692, 0.12]",0.9636404443012863,0.9642857142857143,27.0,28.0
gpt_one_example,16_0,0.08901515348612642,"[0.17045454545454544, 0.08, 0.05172413793103448]",1.0,1.1578947368421053,176.0,152.0
gpt_one_example,16_1,0.522689286983867,"[0.7777777777777778, 0.6153846153846154, 0.52]",0.830950389901292,0.84375,27.0,32.0
gpt_one_example,16_2,0.22140292298085634,"[0.5, 0.26666666666666666, 0.14285714285714285]",0.8290291181804004,0.8421052631578947,16.0,19.0
gpt_one_example,16_3,0.2537294812493997,"[0.5294117647058824, 0.3125, 0.2]",0.7903383629814982,0.8095238095238095,17.0,21.0
gpt_one_example,16_4,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,7.0,7.0
gpt_one_example,16_5,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,8.0,8.0
gpt_one_example,16_6,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,7.0,7.0
gpt_one_example,16_7,1.0,"[1.0, 1.0, 1.0]",1.0,1.0,6.0,6.0
gpt_one_example,16_8,0.2865521623166363,"[0.47058823529411764, 0.25, 0.2]",1.0,1.0,17.0,17.0
